▁even ▁on ▁that ▁, ▁it ▁' s ▁a ▁good ▁value ▁for ▁my ▁ _ num _ ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁in ▁the ▁morning ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁in ▁the ▁morning
▁they ▁were ▁att ent ive ▁and ▁professional ▁to ▁the ▁other ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁to ▁the ▁other ▁. <eos> <eos> ▁. <eos> <eos> ▁to ▁the ▁other ▁. <eos> <eos> ▁. <eos> <eos> ▁to ▁the ▁other ▁. <eos> <eos> ▁. <eos> <eos> ▁to ▁the ▁other ▁. <eos> <eos>
▁the ▁delivery ▁drivers ▁are ▁friendly ▁and ▁pol ite ▁and ▁helpful ▁. <eos> <eos> <eos> <eos> ▁. <eos> <eos> ▁and ▁they ▁were ▁welcome ▁. <eos> <eos> <eos> ▁and ▁attention ▁. <eos> <eos> <eos> ▁and ▁attention ▁to ▁detail ▁. <eos> <eos> <eos> ▁and ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁and ▁up
▁the ▁view ▁is ▁the ▁best ▁part ▁is ▁the ▁way ▁there ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁the ▁way ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁the ▁way ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁the ▁way ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁the ▁way ▁.
▁the ▁service ▁is ▁impe cc able ▁and ▁very ▁helpful ▁and ▁efficient ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁and ▁his ▁service ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁and ▁his ▁service ▁. <eos> <eos> <eos> ▁and ▁professional ▁. <eos> <eos> ▁. <eos> <eos> ▁and ▁his ▁service ▁. <eos>
▁i ▁do ▁n ' t ▁recommend ▁how ▁it ▁is ▁. <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos>
▁she ▁had ▁such ▁a ▁really ▁good ▁time ▁i ▁was ▁that ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁.
▁but ▁that ▁' s ▁a ▁good ▁job ▁they ▁got ▁the ▁job ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos>
▁well ▁i ▁got ▁a ▁great ▁burger ▁and ▁it ▁was ▁worth ▁it ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos>
▁but ▁hey ▁, ▁always ▁a ▁good ▁deal ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos>
▁its ▁quality ▁of ▁a ▁great ▁view ▁of ▁the ▁city ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁in ▁the ▁morning ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁in ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁in ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁in ▁. <eos> <eos> <eos>
▁ _ num _ ▁stars ▁because ▁it ▁' s ▁cheap ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos> <eos> <eos>
▁that ▁takes ▁care ▁to ▁me ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁to ▁see ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁to ▁help ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁to ▁help ▁. <eos> <eos> ▁. <eos> <eos> ▁you ▁to ▁help
▁and ▁she ▁gave ▁me ▁a ▁wonderful ▁hot ▁and ▁special ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos>
▁i ▁enjoyed ▁going ▁on ▁ ! <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁.
▁beautiful ly ▁, ▁i ▁found ▁the ▁menu ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁.
▁this ▁is ▁absolutely ▁the ▁best ▁star b ucks ▁ever ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁.
▁the ▁new ▁york ▁style ▁location ▁is ▁even ▁better ▁. <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> <eos> <eos> <eos> ▁.
▁who ▁helped ▁me ▁at ▁the ▁front ▁desk ▁has ▁been ▁fantastic ▁. <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos>
▁that ▁is ▁a ▁good ▁thing ▁with ▁it ▁not ▁too ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁did ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> <eos> ▁. <eos> <eos>
▁aw es ome ▁service ▁, ▁aw es ome ▁ ! <eos> <eos> ▁ ! <eos> <eos> <eos> ▁ ! <eos> <eos> <eos> ▁. <eos> <eos> ▁ ! <eos> <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁ ! <eos> <eos> <eos> ▁. <eos> <eos> ▁ ! <eos> <eos> <eos> ▁.
▁it ▁is ▁really ▁good ▁to ▁say ▁it ▁is ▁worth ▁the ▁wait ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁would ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁would ▁not ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you ▁would ▁be ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁you
▁got ▁the ▁right ▁away ▁, ▁the ▁man ic ure ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos>
▁the ▁sm oked ▁bread ▁ever ▁, ▁really ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos>
▁i ▁was ▁impressed ▁ ! <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos>
▁she ▁' s ▁kind ▁of ▁hard ▁to ▁make ▁sure ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁you ▁. <eos> <eos> ▁. <eos> <eos> ▁.
▁it ▁' s ▁very ▁clean ▁and ▁so ▁close ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos>
▁the ▁food ▁is ▁consistently ▁wonderful ▁as ▁well ▁. <eos> <eos> ▁. <eos> <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos> ▁. <eos> <eos>
